District_Name,UnitName,FIR_YEAR,FIR_MONTH,FIR_Day,FIR Type,FIR_Stage,Complaint_Mode,CrimeGroup_Name,CrimeHead_Name,Latitude,Longitude,ActSection,IOName,Place of Offence,Male,Female,Boy,Girl,VICTIM COUNT,Accused Count,Arrested Count	No.,Accused_ChargeSheeted Count,Conviction Count
Dakshina Kannada,Dakshina Kannada Town PS,2023,7,7,Heinous,Convicted,Oral,POCSO,Child Abuse,12.912946,74.598504,IPC Section 419,N.S.KUMAR (PSI),"Near Main Market / Junction, Dakshina Kannada",1,0,0,0,1,4,3,1,3
Davanagere,Davanagere Rural PS,2022,8,16,Non Heinous,Convicted,Online,RIOTS,Political Riots,15.283497,75.129475,IPC Section 492,N.S.KUMAR (PSI),"Near Main Market / Junction, Davanagere",1,0,0,0,1,4,0,4,4
Kalaburagi City,Kalaburagi City Town PS,2021,5,12,Heinous,Traced,Typed,POCSO,Child Abuse,15.531401,77.260353,IPC Section 335,N.S.KUMAR (PSI),"Near Main Market / Junction, Kalaburagi City",1,0,0,0,1,2,0,2,0
Raichur,Raichur Central PS,2024,4,22,Non Heinous,UI,Oral,ASSAULT,Assault on Public Servant,11.830503,75.00689,IPC Section 304,G.H.KUPPI (PSI),"Near Main Market / Junction, Raichur",0,1,1,0,1,2,0,2,0
Hassan,Hassan Cyber Crime PS,2025,8,7,Non Heinous,UI,Oral,NARCOTICS,Ganja Seizure,14.558527,76.410583,IPC Section 339,M.S.PATIL (PSI),"Near Main Market / Junction, Hassan",0,2,0,0,2,1,0,0,0
Chitradurga,Chitradurga Traffic PS,2021,9,6,Non Heinous,Convicted,Typed,FRAUD,Financial Scam,17.551851,74.37606,IPC Section 446,S.B.DEVAR (PSI),"Near Main Market / Junction, Chitradurga",0,1,0,0,1,2,1,0,1
Chickballapura,Chickballapura Town PS,2022,9,14,Non Heinous,Pending Trial,Typed,BURGLARY,House Breaking by Night,12.851445,74.830735,IPC Section 358,R S BIRADAR (PI),"Near Main Market / Junction, Chickballapura",1,2,0,0,3,4,4,2,0
Dakshina Kannada,Dakshina Kannada Rural PS,2023,7,26,Non Heinous,UI,Written,CYBER CRIME,Social Media Harassment,14.222814,75.032117,IPC Section 374,M.S.PATIL (PSI),"Near Main Market / Junction, Dakshina Kannada",1,1,0,1,2,3,2,2,0
Hassan,Hassan Rural PS,2025,7,6,Non Heinous,Convicted,Online,ASSAULT,Assault on Women,17.921481,75.343171,IPC Section 309,K.V.RAMESH (PI),"Near Main Market / Junction, Hassan",1,2,0,0,3,2,0,1,1
Chamarajanagar,Chamarajanagar Cyber Crime PS,2025,6,22,Non Heinous,Dis/Acq,Oral,FRAUD,Cheating,14.164602,77.540471,IPC Section 315,N.S.KUMAR (PSI),"Near Main Market / Junction, Chamarajanagar",1,1,0,0,2,4,1,4,0
Bengaluru Dist,Bengaluru Dist Traffic PS,2023,6,8,Non Heinous,Convicted,Oral,BURGLARY,House Breaking by Night,15.937173,75.283162,IPC Section 344,G.H.KUPPI (PSI),"Near Main Market / Junction, Bengaluru Dist",1,2,0,0,3,4,0,1,4
Ramanagara,Ramanagara Traffic PS,2023,9,21,Non Heinous,Pending Trial,Oral,ASSAULT,Assault on Public Servant,13.847038,77.50176,IPC Section 420,A.K.NAIK (PI),"Near Main Market / Junction, Ramanagara",3,0,0,0,3,4,1,1,0
Vijayapur,Vijayapur Traffic PS,2025,5,21,Heinous,Pending Trial,Written,KIDNAPPING,Kidnapping of Children,16.418132,74.8346,IPC Section 374,A.K.NAIK (PI),"Near Main Market / Junction, Vijayapur",0,1,0,0,1,4,2,1,0
Belagavi Dist,Belagavi Dist Central PS,2023,7,6,Non Heinous,Pending Trial,Typed,THEFT,Bicycle Theft,16.082274,74.715329,IPC Section 335,G.H.KUPPI (PSI),"Near Main Market / Junction, Belagavi Dist",2,1,0,0,3,2,1,2,0
Raichur,Raichur Central PS,2024,12,1,Non Heinous,Compounded,Online,FRAUD,Cheating,17.796852,78.25973,IPC Section 410,G.H.KUPPI (PSI),"Near Main Market / Junction, Raichur",1,1,0,0,2,4,3,3,0
Bengaluru Urban,Bengaluru Urban Central PS,2024,2,9,Non Heinous,Traced,Written,BURGLARY,House Breaking by Day,16.146375,74.377184,IPC Section 305,A.K.NAIK (PI),"Near Main Market / Junction, Bengaluru Urban",0,1,0,0,1,2,2,0,0
Mangaluru City,Mangaluru City Central PS,2025,4,25,Heinous,Convicted,Written,POCSO,POCSO Assault,14.016388,75.051166,IPC Section 351,K.V.RAMESH (PI),"Near Main Market / Junction, Mangaluru City",0,2,0,0,2,2,0,1,1
K.G.F,K.G.F Cyber Crime PS,2024,6,14,Heinous,Convicted,Oral,MURDER,Murder for Gain,12.358055,77.360188,IPC Section 349,A.K.NAIK (PI),"Near Main Market / Junction, K.G.F",3,0,0,0,3,3,0,2,3
Mysuru City,Mysuru City Town PS,2023,11,21,Non Heinous,Pending Trial,Oral,BURGLARY,House Breaking by Night,11.845147,78.174639,IPC Section 478,R S BIRADAR (PI),"Near Main Market / Junction, Mysuru City",0,1,0,0,1,3,1,0,0
Belagavi City,Belagavi City Rural PS,2023,9,27,Heinous,Convicted,Typed,MURDER,Attempt to Murder,11.917471,78.156033,IPC Section 425,K.V.RAMESH (PI),"Near Main Market / Junction, Belagavi City",3,0,0,0,3,4,1,0,4
Bengaluru Dist,Bengaluru Dist Central PS,2023,3,3,Non Heinous,Convicted,Written,RIOTS,Communal Riots,16.219307,77.435886,IPC Section 400,G.H.KUPPI (PSI),"Near Main Market / Junction, Bengaluru Dist",3,0,0,0,3,1,1,1,1
Chickballapura,Chickballapura Cyber Crime PS,2024,11,10,Non Heinous,Dis/Acq,Written,BURGLARY,House Breaking by Day,11.924113,77.4783,IPC Section 415,M.S.PATIL (PSI),"Near Main Market / Junction, Chickballapura",1,2,0,0,3,3,0,0,0
Chamarajanagar,Chamarajanagar Town PS,2022,12,27,Non Heinous,Convicted,Typed,CYBER CRIME,Cyber Fraud,15.961405,75.883156,IPC Section 469,R S BIRADAR (PI),"Near Main Market / Junction, Chamarajanagar",1,2,1,0,3,4,1,4,2
Bengaluru Rural,Bengaluru Rural Town PS,2025,9,2,Non Heinous,UI,Oral,ASSAULT,Assault on Public Servant,16.304812,75.080631,IPC Section 363,G.H.KUPPI (PSI),"Near Main Market / Junction, Bengaluru Rural",0,2,0,0,2,4,1,3,0
Bengaluru Urban,Bengaluru Urban Cyber Crime PS,2024,4,9,Non Heinous,Dis/Acq,Online,ASSAULT,Grievous Hurt,14.551486,78.413954,IPC Section 396,N.S.KUMAR (PSI),"Near Main Market / Junction, Bengaluru Urban",1,1,0,0,2,1,0,0,0
Coastal Security Police,Coastal Security Police Cyber Crime PS,2025,2,13,Non Heinous,Pending Trial,Oral,RIOTS,Political Riots,17.494958,76.845109,IPC Section 301,R S BIRADAR (PI),"Near Main Market / Junction, Coastal Security Police",0,1,0,0,1,4,3,3,0
Vijayanagara,Vijayanagara Cyber Crime PS,2024,1,10,Non Heinous,Convicted,Online,FRAUD,Embezzlement,14.331345,76.292192,IPC Section 442,N.S.KUMAR (PSI),"Near Main Market / Junction, Vijayanagara",2,0,0,0,2,2,2,2,1
Yadgir,Yadgir Traffic PS,2022,4,18,Non Heinous,Traced,Written,BURGLARY,Shop Burglary,14.130796,76.31417,IPC Section 331,S.B.DEVAR (PSI),"Near Main Market / Junction, Yadgir",2,0,0,1,2,1,0,1,0
Hubballi Dharwad City,Hubballi Dharwad City Rural PS,2025,9,25,Heinous,Dis/Acq,Written,POCSO,POCSO Assault,16.092879,77.073114,IPC Section 497,S.B.DEVAR (PSI),"Near Main Market / Junction, Hubballi Dharwad City",1,1,1,1,2,1,1,0,0
Dakshina Kannada,Dakshina Kannada Central PS,2021,2,26,Non Heinous,Traced,Oral,ASSAULT,Assault on Public Servant,17.862714,78.056068,IPC Section 370,S.B.DEVAR (PSI),"Near Main Market / Junction, Dakshina Kannada",3,0,0,0,3,4,2,4,0
Dakshina Kannada,Dakshina Kannada Traffic PS,2024,5,4,Heinous,Pending Trial,Typed,KIDNAPPING,Kidnapping for Ransom,14.394184,76.608303,IPC Section 485,N.S.KUMAR (PSI),"Near Main Market / Junction, Dakshina Kannada",3,0,0,0,3,3,1,2,0
Chickballapura,Chickballapura Central PS,2022,4,4,Non Heinous,UI,Written,THEFT,Pickpocketing,13.9474,75.050099,IPC Section 327,S.B.DEVAR (PSI),"Near Main Market / Junction, Chickballapura",0,3,0,0,3,2,2,1,0
Kalaburagi,Kalaburagi Traffic PS,2021,10,18,Non Heinous,Convicted,Typed,FRAUD,Embezzlement,13.376785,75.536265,IPC Section 393,N.S.KUMAR (PSI),"Near Main Market / Junction, Kalaburagi",0,1,0,0,1,2,2,2,1
Mysuru City,Mysuru City Rural PS,2024,7,4,Non Heinous,Dis/Acq,Oral,ASSAULT,Grievous Hurt,17.096726,75.592815,IPC Section 492,A.K.NAIK (PI),"Near Main Market / Junction, Mysuru City",0,1,1,0,1,4,0,0,0
K.G.F,K.G.F Town PS,2022,7,15,Non Heinous,UI,Written,CYBER CRIME,UPI Fraud,13.353174,76.72459,IPC Section 370,R S BIRADAR (PI),"Near Main Market / Junction, K.G.F",0,2,1,0,2,4,3,1,0
Uttara Kannada,Uttara Kannada Cyber Crime PS,2021,9,1,Non Heinous,Pending Trial,Online,ASSAULT,Grievous Hurt,12.488216,76.053716,IPC Section 391,R S BIRADAR (PI),"Near Main Market / Junction, Uttara Kannada",1,0,0,0,1,3,2,0,0
Ramanagara,Ramanagara Central PS,2025,1,1,Non Heinous,UI,Typed,NARCOTICS,Ganja Seizure,17.218871,75.433607,IPC Section 391,G.H.KUPPI (PSI),"Near Main Market / Junction, Ramanagara",2,0,0,1,2,1,0,0,0
Vijayapur,Vijayapur Cyber Crime PS,2025,4,4,Heinous,Convicted,Online,POCSO,Child Abuse,17.638976,77.346606,IPC Section 371,A.K.NAIK (PI),"Near Main Market / Junction, Vijayapur",1,0,0,0,1,4,0,2,3
Mangaluru City,Mangaluru City Traffic PS,2021,11,18,Non Heinous,Traced,Written,ASSAULT,Grievous Hurt,15.136784,77.293564,IPC Section 304,R S BIRADAR (PI),"Near Main Market / Junction, Mangaluru City",0,1,0,0,1,4,2,4,0
Uttara Kannada,Uttara Kannada Traffic PS,2023,2,5,Non Heinous,Dis/Acq,Typed,THEFT,Chain Snatching,11.811432,76.94264,IPC Section 454,N.S.KUMAR (PSI),"Near Main Market / Junction, Uttara Kannada",2,0,0,0,2,1,0,1,0
Udupi,Udupi Central PS,2024,6,17,Non Heinous,UI,Oral,RIOTS,Student Riots,14.899911,74.612397,IPC Section 497,G.H.KUPPI (PSI),"Near Main Market / Junction, Udupi",1,0,0,0,1,1,1,0,0
Hubballi Dharwad City,Hubballi Dharwad City Cyber Crime PS,2024,8,15,Non Heinous,Compounded,Typed,ASSAULT,Assault on Women,13.43241,75.595861,IPC Section 351,G.H.KUPPI (PSI),"Near Main Market / Junction, Hubballi Dharwad City",1,1,1,0,2,4,3,1,0
Uttara Kannada,Uttara Kannada Town PS,2022,2,9,Heinous,Convicted,Written,MURDER,Murder for Gain,12.730855,75.271108,IPC Section 356,A.K.NAIK (PI),"Near Main Market / Junction, Uttara Kannada",1,0,0,0,1,4,1,2,2
Belagavi City,Belagavi City Cyber Crime PS,2024,7,7,Non Heinous,Pending Trial,Typed,ASSAULT,Assault on Public Servant,14.820201,76.91929,IPC Section 467,M.S.PATIL (PSI),"Near Main Market / Junction, Belagavi City",0,2,0,0,2,1,1,1,0
Davanagere,Davanagere Traffic PS,2025,8,5,Non Heinous,Convicted,Typed,THEFT,Bicycle Theft,15.834804,77.51402,IPC Section 313,M.S.PATIL (PSI),"Near Main Market / Junction, Davanagere",1,1,1,0,2,1,1,0,1
Chikkamagaluru,Chikkamagaluru Central PS,2022,2,22,Non Heinous,UI,Typed,CYBER CRIME,Cyber Fraud,15.759474,75.050034,IPC Section 443,M.S.PATIL (PSI),"Near Main Market / Junction, Chikkamagaluru",2,0,0,0,2,4,2,4,0
Koppal,Koppal Cyber Crime PS,2024,10,27,Non Heinous,Convicted,Oral,CYBER CRIME,UPI Fraud,18.063125,75.322828,IPC Section 480,A.K.NAIK (PI),"Near Main Market / Junction, Koppal",2,0,0,0,2,1,0,1,1
Dakshina Kannada,Dakshina Kannada Central PS,2025,11,7,Non Heinous,Convicted,Oral,CYBER CRIME,Phishing Scam,13.873551,77.296679,IPC Section 497,A.K.NAIK (PI),"Near Main Market / Junction, Dakshina Kannada",2,1,0,0,3,4,4,2,2
Belagavi City,Belagavi City Central PS,2024,8,18,Heinous,Convicted,Online,MURDER,Attempt to Murder,14.001487,75.892846,IPC Section 416,K.V.RAMESH (PI),"Near Main Market / Junction, Belagavi City",1,2,0,0,3,2,0,1,1
Bengaluru Dist,Bengaluru Dist Rural PS,2024,12,4,Non Heinous,Transfered,Written,BURGLARY,Shop Burglary,15.503418,75.075971,IPC Section 490,R S BIRADAR (PI),"Near Main Market / Junction, Bengaluru Dist",0,1,0,0,1,2,2,2,0
Vijayanagara,Vijayanagara Traffic PS,2025,9,3,Heinous,Traced,Typed,MURDER,Dowry Murder,15.574191,77.158382,IPC Section 335,G.H.KUPPI (PSI),"Near Main Market / Junction, Vijayanagara",2,0,0,1,2,3,0,0,0
Chitradurga,Chitradurga Rural PS,2023,4,28,Non Heinous,UI,Typed,CYBER CRIME,Phishing Scam,14.701997,75.904052,IPC Section 452,M.S.PATIL (PSI),"Near Main Market / Junction, Chitradurga",1,1,0,0,2,2,2,1,0
Bengaluru Urban,Bengaluru Urban Rural PS,2023,2,3,Non Heinous,Pending Trial,Oral,ASSAULT,Assault on Public Servant,17.602152,74.701994,IPC Section 404,S.B.DEVAR (PSI),"Near Main Market / Junction, Bengaluru Urban",1,0,0,0,1,1,1,1,0
Kalaburagi City,Kalaburagi City Traffic PS,2021,1,20,Non Heinous,Convicted,Oral,THEFT,Pickpocketing,14.333687,76.020095,IPC Section 338,G.H.KUPPI (PSI),"Near Main Market / Junction, Kalaburagi City",0,2,0,0,2,3,0,2,2
Haveri,Haveri Central PS,2024,5,16,Non Heinous,Dis/Acq,Oral,RIOTS,Political Riots,16.871318,76.584336,IPC Section 434,S.B.DEVAR (PSI),"Near Main Market / Junction, Haveri",1,1,0,0,2,4,1,3,0
Dakshina Kannada,Dakshina Kannada Central PS,2022,1,9,Heinous,UI,Online,POCSO,Child Abuse,16.046292,77.190898,IPC Section 431,G.H.KUPPI (PSI),"Near Main Market / Junction, Dakshina Kannada",1,1,0,1,2,2,2,1,0
Davanagere,Davanagere Cyber Crime PS,2022,11,18,Heinous,Traced,Online,MURDER,Dowry Murder,13.683929,78.032969,IPC Section 478,K.V.RAMESH (PI),"Near Main Market / Junction, Davanagere",0,3,0,0,3,2,2,0,0
Dakshina Kannada,Dakshina Kannada Central PS,2021,6,26,Non Heinous,Pending Trial,Online,CYBER CRIME,Phishing Scam,16.91407,75.860894,IPC Section 346,G.H.KUPPI (PSI),"Near Main Market / Junction, Dakshina Kannada",2,1,0,1,3,4,4,2,0
Mangaluru City,Mangaluru City Central PS,2023,9,3,Heinous,Pending Trial,Written,KIDNAPPING,Kidnapping for Ransom,15.929995,76.387986,IPC Section 444,M.S.PATIL (PSI),"Near Main Market / Junction, Mangaluru City",0,2,1,0,2,3,1,0,0
Bengaluru Dist,Bengaluru Dist Town PS,2021,10,15,Non Heinous,Pending Trial,Written,NARCOTICS,Drug Peddling,15.366901,77.035708,IPC Section 414,S.B.DEVAR (PSI),"Near Main Market / Junction, Bengaluru Dist",0,1,0,0,1,1,1,1,0
Belagavi City,Belagavi City Cyber Crime PS,2024,7,17,Non Heinous,Dis/Acq,Written,NARCOTICS,Ganja Seizure,16.511455,77.638354,IPC Section 352,G.H.KUPPI (PSI),"Near Main Market / Junction, Belagavi City",2,0,0,0,2,2,1,1,0
Kolar,Kolar Traffic PS,2023,2,19,Heinous,Pending Trial,Typed,MURDER,Murder for Gain,14.478456,77.491847,IPC Section 326,G.H.KUPPI (PSI),"Near Main Market / Junction, Kolar",3,0,0,0,3,1,0,0,0
Mysuru City,Mysuru City Cyber Crime PS,2025,6,25,Non Heinous,Convicted,Online,FRAUD,Financial Scam,13.286533,77.44165,IPC Section 400,K.V.RAMESH (PI),"Near Main Market / Junction, Mysuru City",1,1,0,0,2,3,3,0,2
Bengaluru Dist,Bengaluru Dist Central PS,2024,9,13,Non Heinous,BoundOver,Typed,THEFT,Motor Vehicle Theft,11.985893,77.427541,IPC Section 325,K.V.RAMESH (PI),"Near Main Market / Junction, Bengaluru Dist",1,2,1,0,3,3,2,2,0
Belagavi City,Belagavi City Rural PS,2022,11,3,Heinous,Dis/Acq,Oral,MURDER,Murder due to Enmity,17.357872,74.621374,IPC Section 454,R S BIRADAR (PI),"Near Main Market / Junction, Belagavi City",2,1,0,0,3,4,0,0,0
Dharwad,Dharwad Traffic PS,2022,9,23,Non Heinous,Traced,Oral,RIOTS,Group Clash,13.574056,74.992265,IPC Section 364,M.S.PATIL (PSI),"Near Main Market / Junction, Dharwad",1,0,0,0,1,3,0,1,0
Dharwad,Dharwad Traffic PS,2024,5,19,Non Heinous,Dis/Acq,Written,CYBER CRIME,Phishing Scam,12.597234,78.358834,IPC Section 406,G.H.KUPPI (PSI),"Near Main Market / Junction, Dharwad",1,1,0,0,2,3,1,0,0
Mangaluru City,Mangaluru City Central PS,2024,12,2,Heinous,UI,Written,KIDNAPPING,Kidnapping of Children,17.988478,74.90085,IPC Section 430,S.B.DEVAR (PSI),"Near Main Market / Junction, Mangaluru City",0,3,1,0,3,3,2,0,0
Bengaluru Urban,Bengaluru Urban Cyber Crime PS,2023,12,7,Heinous,Convicted,Online,POCSO,Child Abuse,13.543773,77.93525,IPC Section 419,M.S.PATIL (PSI),"Near Main Market / Junction, Bengaluru Urban",3,0,0,1,3,4,0,0,4
Koppal,Koppal Town PS,2023,3,18,Non Heinous,Traced,Written,THEFT,Chain Snatching,13.413057,77.862155,IPC Section 486,R S BIRADAR (PI),"Near Main Market / Junction, Koppal",2,0,0,0,2,1,0,1,0
Raichur,Raichur Town PS,2022,9,14,Non Heinous,UI,Online,FRAUD,Cheating,13.966876,77.626077,IPC Section 340,M.S.PATIL (PSI),"Near Main Market / Junction, Raichur",1,0,0,0,1,1,0,0,0
Belagavi City,Belagavi City Rural PS,2025,9,8,Non Heinous,UI,Typed,CYBER CRIME,Cyber Fraud,13.197901,78.487595,IPC Section 388,N.S.KUMAR (PSI),"Near Main Market / Junction, Belagavi City",1,2,1,0,3,2,1,1,0
Haveri,Haveri Rural PS,2025,12,13,Heinous,Compounded,Typed,KIDNAPPING,Kidnapping of Children,17.487613,75.05461,IPC Section 433,M.S.PATIL (PSI),"Near Main Market / Junction, Haveri",3,0,0,0,3,4,0,2,0
Coastal Security Police,Coastal Security Police Traffic PS,2023,6,19,Non Heinous,Convicted,Typed,CYBER CRIME,Phishing Scam,17.104478,74.39543,IPC Section 480,A.K.NAIK (PI),"Near Main Market / Junction, Coastal Security Police",0,3,0,0,3,1,0,1,1
Kolar,Kolar Town PS,2025,12,20,Non Heinous,Pending Trial,Typed,ASSAULT,Grievous Hurt,12.969165,78.116236,IPC Section 363,G.H.KUPPI (PSI),"Near Main Market / Junction, Kolar",2,1,1,0,3,2,2,2,0
Belagavi Dist,Belagavi Dist Town PS,2025,5,14,Heinous,Pending Trial,Written,POCSO,POCSO Assault,18.046551,74.209733,IPC Section 452,A.K.NAIK (PI),"Near Main Market / Junction, Belagavi Dist",0,2,0,0,2,4,1,0,0
Davanagere,Davanagere Central PS,2023,12,10,Non Heinous,Convicted,Online,RIOTS,Student Riots,12.01943,77.245208,IPC Section 368,A.K.NAIK (PI),"Near Main Market / Junction, Davanagere",0,1,1,0,1,4,3,2,3
Mysuru City,Mysuru City Town PS,2022,12,16,Non Heinous,Traced,Oral,NARCOTICS,Ganja Seizure,13.66082,77.4975,IPC Section 483,S.B.DEVAR (PSI),"Near Main Market / Junction, Mysuru City",2,1,1,0,3,4,4,0,0
Mysuru City,Mysuru City Traffic PS,2021,8,13,Non Heinous,Convicted,Online,NARCOTICS,Drug Peddling,11.981407,75.54775,IPC Section 371,N.S.KUMAR (PSI),"Near Main Market / Junction, Mysuru City",2,0,0,0,2,3,1,2,1
Bengaluru City,Bengaluru City Cyber Crime PS,2023,6,14,Non Heinous,Pending Trial,Typed,FRAUD,Financial Scam,16.285644,74.125121,IPC Section 386,S.B.DEVAR (PSI),"Near Main Market / Junction, Bengaluru City",2,0,0,0,2,1,1,1,0
Shivamogga,Shivamogga Traffic PS,2024,9,18,Heinous,Traced,Oral,POCSO,Child Abuse,14.936625,76.213273,IPC Section 323,N.S.KUMAR (PSI),"Near Main Market / Junction, Shivamogga",1,2,0,0,3,2,1,0,0
Ramanagara,Ramanagara Town PS,2023,8,11,Non Heinous,Traced,Online,THEFT,Chain Snatching,14.257607,76.065491,IPC Section 401,A.K.NAIK (PI),"Near Main Market / Junction, Ramanagara",0,3,0,0,3,2,1,2,0
Mysuru Dist,Mysuru Dist Cyber Crime PS,2022,1,25,Heinous,Convicted,Written,MURDER,Murder due to Enmity,18.030347,77.041828,IPC Section 421,N.S.KUMAR (PSI),"Near Main Market / Junction, Mysuru Dist",0,3,0,0,3,1,0,0,1
Chitradurga,Chitradurga Cyber Crime PS,2024,3,26,Non Heinous,Convicted,Written,RIOTS,Political Riots,14.272836,74.680023,IPC Section 349,K.V.RAMESH (PI),"Near Main Market / Junction, Chitradurga",0,3,0,0,3,4,1,2,1
Mandya,Mandya Central PS,2023,2,5,Heinous,Convicted,Typed,KIDNAPPING,Kidnapping of Children,16.602042,74.384664,IPC Section 331,N.S.KUMAR (PSI),"Near Main Market / Junction, Mandya",2,0,0,0,2,1,0,1,1
Kodagu,Kodagu Town PS,2023,8,11,Non Heinous,Compounded,Written,ASSAULT,Assault on Women,15.983209,78.48302,IPC Section 347,R S BIRADAR (PI),"Near Main Market / Junction, Kodagu",0,3,0,0,3,3,3,2,0
Gadag,Gadag Town PS,2023,8,6,Non Heinous,Pending Trial,Typed,THEFT,Motor Vehicle Theft,14.846802,78.460009,IPC Section 378,G.H.KUPPI (PSI),"Near Main Market / Junction, Gadag",1,2,0,0,3,2,2,2,0
Bengaluru Rural,Bengaluru Rural Rural PS,2022,3,14,Heinous,Dis/Acq,Oral,KIDNAPPING,Abduction,12.421241,78.156061,IPC Section 414,M.S.PATIL (PSI),"Near Main Market / Junction, Bengaluru Rural",0,1,0,0,1,3,1,1,0
Hubballi Dharwad City,Hubballi Dharwad City Town PS,2024,10,14,Non Heinous,UI,Written,RIOTS,Group Clash,17.4199,75.604783,IPC Section 412,G.H.KUPPI (PSI),"Near Main Market / Junction, Hubballi Dharwad City",1,1,0,0,2,1,0,0,0
Shivamogga,Shivamogga Cyber Crime PS,2022,3,11,Non Heinous,Convicted,Oral,RIOTS,Political Riots,14.756215,75.670653,IPC Section 421,A.K.NAIK (PI),"Near Main Market / Junction, Shivamogga",1,1,0,1,2,3,1,2,3
Belagavi City,Belagavi City Central PS,2022,10,1,Non Heinous,BoundOver,Typed,RIOTS,Group Clash,12.600795,78.133985,IPC Section 426,M.S.PATIL (PSI),"Near Main Market / Junction, Belagavi City",2,1,0,0,3,1,1,0,0
Dakshina Kannada,Dakshina Kannada Rural PS,2021,7,4,Non Heinous,Transfered,Online,CYBER CRIME,Cyber Fraud,14.203571,75.284993,IPC Section 321,M.S.PATIL (PSI),"Near Main Market / Junction, Dakshina Kannada",1,1,0,0,2,3,1,3,0
Mysuru Dist,Mysuru Dist Rural PS,2021,10,6,Heinous,Pending Trial,Written,POCSO,POCSO Assault,16.766345,76.85565,IPC Section 460,A.K.NAIK (PI),"Near Main Market / Junction, Mysuru Dist",0,1,1,0,1,3,3,3,0
Bengaluru City,Bengaluru City Cyber Crime PS,2025,10,15,Non Heinous,Compounded,Typed,ASSAULT,Assault on Women,17.385229,78.497203,IPC Section 384,N.S.KUMAR (PSI),"Near Main Market / Junction, Bengaluru City",2,0,0,0,2,2,2,1,0
Belagavi City,Belagavi City Central PS,2023,3,6,Heinous,Convicted,Written,POCSO,POCSO Assault,12.419509,77.042656,IPC Section 360,K.V.RAMESH (PI),"Near Main Market / Junction, Belagavi City",0,1,1,0,1,3,1,2,2
Kolar,Kolar Central PS,2024,8,1,Non Heinous,Transfered,Written,RIOTS,Communal Riots,15.396913,77.292969,IPC Section 306,G.H.KUPPI (PSI),"Near Main Market / Junction, Kolar",3,0,0,0,3,3,3,3,0
Haveri,Haveri Cyber Crime PS,2022,10,22,Non Heinous,Transfered,Oral,THEFT,Pickpocketing,17.059099,74.99284,IPC Section 416,S.B.DEVAR (PSI),"Near Main Market / Junction, Haveri",1,0,0,0,1,4,2,0,0
Coastal Security Police,Coastal Security Police Traffic PS,2025,10,12,Non Heinous,Pending Trial,Oral,CYBER CRIME,Identity Theft,15.83889,77.979683,IPC Section 346,N.S.KUMAR (PSI),"Near Main Market / Junction, Coastal Security Police",0,1,0,0,1,3,1,2,0
Chickballapura,Chickballapura Town PS,2024,5,26,Non Heinous,Pending Trial,Typed,CYBER CRIME,Identity Theft,12.580774,74.987831,IPC Section 435,A.K.NAIK (PI),"Near Main Market / Junction, Chickballapura",0,2,0,0,2,1,1,1,0
Kalaburagi,Kalaburagi Central PS,2022,6,5,Non Heinous,Pending Trial,Typed,NARCOTICS,Drug Peddling,16.982145,77.421822,IPC Section 462,N.S.KUMAR (PSI),"Near Main Market / Junction, Kalaburagi",1,1,1,0,2,2,0,2,0
Haveri,Haveri Central PS,2023,3,11,Non Heinous,UI,Oral,ASSAULT,Assault on Public Servant,12.626273,75.788405,IPC Section 401,K.V.RAMESH (PI),"Near Main Market / Junction, Haveri",1,0,0,0,1,2,1,2,0
Chitradurga,Chitradurga Rural PS,2024,7,23,Non Heinous,Pending Trial,Typed,ASSAULT,Grievous Hurt,12.223144,76.725475,IPC Section 499,M.S.PATIL (PSI),"Near Main Market / Junction, Chitradurga",0,1,0,0,1,1,1,0,0
Belagavi City,Belagavi City Rural PS,2023,11,20,Heinous,Pending Trial,Online,POCSO,Child Abuse,11.859623,76.651912,IPC Section 422,K.V.RAMESH (PI),"Near Main Market / Junction, Belagavi City",0,1,0,0,1,4,0,0,0
Koppal,Koppal Central PS,2023,5,20,Non Heinous,BoundOver,Oral,NARCOTICS,Drug Peddling,14.67217,77.913947,IPC Section 498,R S BIRADAR (PI),"Near Main Market / Junction, Koppal",1,0,0,0,1,3,3,0,0
Mandya,Mandya Central PS,2021,6,9,Non Heinous,Pending Trial,Written,RIOTS,Student Riots,13.054626,74.165098,IPC Section 425,S.B.DEVAR (PSI),"Near Main Market / Junction, Mandya",1,0,0,1,1,3,1,2,0
Hubballi Dharwad City,Hubballi Dharwad City Rural PS,2024,8,15,Non Heinous,Convicted,Written,NARCOTICS,Ganja Seizure,12.887114,75.514194,IPC Section 377,N.S.KUMAR (PSI),"Near Main Market / Junction, Hubballi Dharwad City",1,1,0,0,2,2,2,1,2
